record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,aqi_pm,uhs_service_coverage_index
5202,AUS,Australia,Oceania,High,5/28/2017,2017,5,21,-25.27,133.77,26,14.66,-0.24,81.5,0,0,0,0,76.5,132,75,25.9,7.2,24.2,9.5,75.1,45220,74,98.1,165.72103,80
5203,AUS,Australia,Oceania,High,6/4/2017,2017,6,22,-25.27,133.77,26,14.13,-0.51,69.4,0,0,0,0,5.8,32,46.4,34,0,32.1,7.5,76.3,45292,71.4,91.9,32.22222222,80
5204,AUS,Australia,Oceania,High,6/11/2017,2017,6,23,-25.27,133.77,26,11.35,-0.41,84.5,0,0,0,0,0.7,30,47.5,33.9,13.7,16.2,4.8,79.3,45292,72.4,91.7,3.888888889,80
5205,AUS,Australia,Oceania,High,6/18/2017,2017,6,24,-25.27,133.77,26,14.45,-0.16,102.6,0,0,0,0,42.6,61,73.1,25.8,3.9,12.6,6.9,74.9,45292,74.8,97.4,118.4824121,80
5206,AUS,Australia,Oceania,High,6/25/2017,2017,6,25,-25.27,133.77,26,7.03,-0.72,43.7,0,0,0,0,52.5,106,71.9,25.8,7.3,17,0,73.3,45292,73.6,100,142.8592965,80
5207,AUS,Australia,Oceania,High,7/2/2017,2017,7,26,-25.27,133.77,26,10.03,0.58,38,0,0,0,0,82.9,138,87.6,43.2,2.5,23.8,0,79,45364,66.9,100,170.2074392,80
5208,AUS,Australia,Oceania,High,7/9/2017,2017,7,27,-25.27,133.77,26,7.61,-0.4,74.5,0,0,0,0,26,12,56.5,21.5,3.4,28.4,0,77.2,45364,62.7,100,82.48669202,80
5209,AUS,Australia,Oceania,High,7/16/2017,2017,7,28,-25.27,133.77,26,9.93,0.05,71.2,0,0,0,0,53.4,99,55,35.6,5.6,23.6,0,74.7,45364,66,89.7,145.0753769,80
5210,AUS,Australia,Oceania,High,7/23/2017,2017,7,29,-25.27,133.77,26,6.62,-0.6,44.6,0,0,0,0,58.5,103,66.6,27.6,4.3,16.4,0,79.5,45364,68.5,100,153.1030043,80
5211,AUS,Australia,Oceania,High,7/30/2017,2017,7,30,-25.27,133.77,26,6.15,-0.3,0,0,0,0,0,35.7,43,68.2,33.6,4.7,19.2,0,85.8,45364,69.9,100,101.4924623,80
5212,AUS,Australia,Oceania,High,8/6/2017,2017,8,31,-25.27,133.77,26,4.96,0.34,31.6,0,0,0,0,34.8,37,73.8,35.2,3.8,20.7,0,77,45436,76,100,98.88212928,80
5213,AUS,Australia,Oceania,High,8/13/2017,2017,8,32,-25.27,133.77,26,7.18,-0.5,0,0,0,0,0,91.4,156,56.6,30.2,13.5,13.4,0,79.6,45436,67.5,96.3,176.1659514,80
5214,AUS,Australia,Oceania,High,8/20/2017,2017,8,33,-25.27,133.77,26,5.6,0.39,56.6,0,0,0,0,68,93,76.4,34.6,2.9,19.4,0,74.4,45436,69.3,95.5,159.7625179,80
5215,AUS,Australia,Oceania,High,8/27/2017,2017,8,34,-25.27,133.77,26,1.32,-0.07,51.5,0,0,0,0,88.4,107,84.8,39.5,0,28.8,0,74.8,45436,70.6,97,174.0629471,80
5216,AUS,Australia,Oceania,High,9/3/2017,2017,9,35,-25.27,133.77,26,2.1,-0.07,33.6,0,0,0,0,41,95,61.7,27.8,6.1,26.6,0,75.6,45508,75,99.6,114.5427136,80
5217,AUS,Australia,Oceania,High,9/10/2017,2017,9,36,-25.27,133.77,26,3.63,0.84,51.1,0,0,0,0,71,111,105.6,35.9,12.1,27,0,79,45508,67.7,98.2,161.8655222,80
5218,AUS,Australia,Oceania,High,9/17/2017,2017,9,37,-25.27,133.77,26,3.24,-0.38,53.6,0,0,0,0,29.9,69,47.7,21.7,5.9,17.3,0,72.6,45508,77.1,100,89.75285171,80
5219,AUS,Australia,Oceania,High,9/24/2017,2017,9,38,-25.27,133.77,26,1.4,0.44,73.9,0,0,0,0,7.4,4,71.5,30.3,7.8,26.6,0,76,45508,69.6,100,41.11111111,80
5220,AUS,Australia,Oceania,High,10/1/2017,2017,10,39,-25.27,133.77,26,-1.85,-1.09,31.5,0,0,0,0,65.4,86,75.6,19.5,7.4,26.4,0,76.3,45580,63.9,94,157.9399142,80
5221,AUS,Australia,Oceania,High,10/8/2017,2017,10,40,-25.27,133.77,26,2.88,0.07,0.1,0,0,0,0,89.4,124,81.6,34.2,14.8,26.5,0,80.8,45580,78.9,100,174.7639485,80
5222,AUS,Australia,Oceania,High,10/15/2017,2017,10,41,-25.27,133.77,26,3.07,0.78,73.7,0,0,0,0,59.1,82,63.3,29.1,4.8,25.2,0,73.2,45580,66.1,100,153.5236052,80
5223,AUS,Australia,Oceania,High,10/22/2017,2017,10,42,-25.27,133.77,26,3.09,0.75,7.4,0,0,0,0,62.8,107,44.5,40.9,7.5,13.3,0,77.8,45580,73.8,100,156.1173104,80
5224,AUS,Australia,Oceania,High,10/29/2017,2017,10,43,-25.27,133.77,26,0.34,0.68,6.2,0,0,0,0,40.6,58,67.8,41,7.6,19.1,0,76.5,45580,64.1,100,113.5577889,80
5225,AUS,Australia,Oceania,High,11/5/2017,2017,11,44,-25.27,133.77,26,1.46,0.45,89.7,0,0,0,0,37.6,48,55.5,34.2,1.4,20,0,73.4,45652,72.5,100,106.1708543,80
5226,AUS,Australia,Oceania,High,11/12/2017,2017,11,45,-25.27,133.77,26,5.26,0.29,44.4,0,0,0,0,40.4,54,60.4,26.8,2.9,20.7,0,75.3,45652,74.4,97.4,113.0653266,80
5227,AUS,Australia,Oceania,High,11/19/2017,2017,11,46,-25.27,133.77,26,5.27,-0.14,30.1,0,0,0,0,45.5,38,43.9,24.7,1.4,22.9,0,72.5,45652,71.6,88.5,125.6231156,80
5228,AUS,Australia,Oceania,High,11/26/2017,2017,11,47,-25.27,133.77,26,6.06,-0.03,1.6,0,0,0,0,82.2,100,82.9,33.1,6.1,16.8,0,77.1,45652,73.4,100,169.7167382,80
5229,AUS,Australia,Oceania,High,12/3/2017,2017,12,48,-25.27,133.77,26,6.52,0.59,41.6,0,0,0,0,65.5,123,63.1,31,0,19.4,0,74.7,45724,72.9,93,158.0100143,80
5230,AUS,Australia,Oceania,High,12/10/2017,2017,12,49,-25.27,133.77,26,5.66,0.54,2.9,0,0,0,0,60.7,83,65,30.2,0,19.5,0,76,45724,65.6,99.6,154.6452074,80
5231,AUS,Australia,Oceania,High,12/17/2017,2017,12,50,-25.27,133.77,26,11.04,-0.34,58.1,0,0,0,0,52.4,78,76.2,31.5,9.2,11.6,6.3,76,45724,65.1,100,142.6130653,80
5232,AUS,Australia,Oceania,High,12/24/2017,2017,12,51,-25.27,133.77,26,7.56,0.65,24.9,0,0,0,0,31.9,56,58.2,25.8,7.5,19.5,0,72.6,45724,72.5,100,93.47908745,80
5233,AUS,Australia,Oceania,High,12/31/2017,2017,12,52,-25.27,133.77,26,7.52,0.21,113.1,0,0,0,0,23,40,61.3,38.4,1.7,21.8,2.8,76.7,45724,72.8,100,76.8973384,80
5234,AUS,Australia,Oceania,High,1/7/2018,2018,1,1,-25.27,133.77,26,10.75,-0.45,108.8,0,0,0,0,83.6,90,63.2,32,9.9,27.7,2.7,71.1,45795,75.9,99.1,170.6981402,
5235,AUS,Australia,Oceania,High,1/14/2018,2018,1,2,-25.27,133.77,26,12.29,-0.38,91.4,0,0,0,0,62.9,83,52.8,29.6,9.1,14.7,3.5,79.8,45795,74.1,94.1,156.1874106,
5236,AUS,Australia,Oceania,High,1/21/2018,2018,1,3,-25.27,133.77,26,9.12,0.23,140.5,0,0,0,0,15.6,23,25,27.1,4.6,24.7,5,76.1,45795,73,89.6,63.11026616,
5237,AUS,Australia,Oceania,High,1/28/2018,2018,1,4,-25.27,133.77,26,13.04,0.31,114.9,0,0,0,0,31,52,50.9,36.7,2.1,18,12.2,77.2,45795,72.3,94.5,91.80228137,
5238,AUS,Australia,Oceania,High,2/4/2018,2018,2,5,-25.27,133.77,26,14.81,0.96,129.3,0,0,0,0,51.8,65,57.2,31.4,10.1,17.5,8.2,77,45867,63,91.6,141.1356784,
5239,AUS,Australia,Oceania,High,2/11/2018,2018,2,6,-25.27,133.77,26,17.42,0.03,107.2,0,0,0,0,80.7,134,84.4,25.9,8.2,20.9,12.7,79.1,45867,69.5,100,168.6652361,
5240,AUS,Australia,Oceania,High,2/18/2018,2018,2,7,-25.27,133.77,26,17.69,-0.27,116.6,1,0,0,1,24,60,59,29.4,6.3,25.2,23.9,82,45867,67.9,100,78.76045627,
5241,AUS,Australia,Oceania,High,2/25/2018,2018,2,8,-25.27,133.77,26,19.31,-0.43,136,1,0,0,1,31,11,61.4,27.1,2.9,15,24.7,70.7,45867,68.1,96.3,91.80228137,
5242,AUS,Australia,Oceania,High,3/4/2018,2018,3,9,-25.27,133.77,26,17.23,0.59,98.6,2,0,0,2,48.8,50,67.4,36.9,1.9,12.6,34.4,76.9,45939,64.6,100,133.7487437,
5243,AUS,Australia,Oceania,High,3/11/2018,2018,3,10,-25.27,133.77,26,16.79,0.38,121.5,1,0,0,1,33.2,35,73,26.1,6.3,23.6,22.5,78.6,45939,72.9,100,95.90114068,
5244,AUS,Australia,Oceania,High,3/18/2018,2018,3,11,-25.27,133.77,26,21.04,1.13,165.1,0,0,0,0,35.1,61,49.1,35.2,29.8,17.1,24.2,78,45939,69.2,95.1,99.44106464,
5245,AUS,Australia,Oceania,High,3/25/2018,2018,3,12,-25.27,133.77,26,17.67,0.08,120.4,0,0,0,0,44.7,63,47.6,40.9,6,19,13.8,74.4,45939,64.7,96.3,123.6532663,
5246,AUS,Australia,Oceania,High,4/1/2018,2018,4,13,-25.27,133.77,26,16.36,0.36,149.1,1,0,0,1,82.6,111,60.4,37.5,2.8,17,21.7,70.4,46011,75.7,98.7,169.9971388,
5247,AUS,Australia,Oceania,High,4/8/2018,2018,4,14,-25.27,133.77,26,18.57,0.18,93.9,0,0,0,0,0,-38,43.8,38.8,1.6,20.2,17.2,70.7,46011,64.9,94.6,0,
5248,AUS,Australia,Oceania,High,4/15/2018,2018,4,15,-25.27,133.77,26,18.54,0.81,80.4,1,0,0,1,67.3,111,87.3,28.6,2.9,19.1,28.9,78.2,46011,74.1,98.1,159.2718169,
5249,AUS,Australia,Oceania,High,4/22/2018,2018,4,16,-25.27,133.77,26,18.17,-0.83,97,0,0,0,0,0,2,78.8,26.5,3.7,24,13.7,80,46011,72.2,98.3,0,
5250,AUS,Australia,Oceania,High,4/29/2018,2018,4,17,-25.27,133.77,26,18.33,-0.17,70.5,0,0,0,0,53.8,73,57.9,39.9,6.7,17.8,22.1,77.1,46011,74.5,98.3,146.0603015,
5251,AUS,Australia,Oceania,High,5/6/2018,2018,5,18,-25.27,133.77,26,16.25,-0.02,88,0,0,0,0,28.6,72,54.4,22.5,3.7,18.3,17.4,79.9,46083,68.2,99.9,87.33079848,
5252,AUS,Australia,Oceania,High,5/13/2018,2018,5,19,-25.27,133.77,26,14.76,0.21,108.2,0,0,0,0,44,67,64.7,29.6,5.1,18.3,21.5,75.7,46083,73,98,121.9296482,
5253,AUS,Australia,Oceania,High,5/20/2018,2018,5,20,-25.27,133.77,26,17.21,-0.34,68.2,1,0,0,1,12.4,21,50.1,27.1,11.1,19.2,24.5,77.9,46083,67.3,98.5,57.14828897,
5254,AUS,Australia,Oceania,High,5/27/2018,2018,5,21,-25.27,133.77,26,18.11,0.02,118.5,1,0,0,1,44.9,64,67.8,28.1,6.5,19.9,21.8,76.4,46083,68.9,100,124.1457286,
5255,AUS,Australia,Oceania,High,6/3/2018,2018,6,22,-25.27,133.77,26,14.53,0.28,116.2,0,0,0,0,9.1,-2,45.3,34.4,5.8,20.7,8.8,77.4,46155,63.4,95,51,
5256,AUS,Australia,Oceania,High,6/10/2018,2018,6,23,-25.27,133.77,26,12.46,0.16,47.8,0,0,0,0,50.1,44,52,25.9,0,15.6,6.6,74.8,46155,75.8,95.3,136.9497487,
5257,AUS,Australia,Oceania,High,6/17/2018,2018,6,24,-25.27,133.77,26,11.64,-0.06,59.5,0,0,0,0,61.6,88,61.9,26.8,12.1,23.5,1.9,77,46155,57.8,89.5,155.2761087,
5258,AUS,Australia,Oceania,High,6/24/2018,2018,6,25,-25.27,133.77,26,10.36,-0.51,81.2,0,0,0,0,25.1,28,55.8,22.4,0.8,12.9,0,79.6,46155,62.1,100,80.80988593,
5259,AUS,Australia,Oceania,High,7/1/2018,2018,7,26,-25.27,133.77,26,11.42,-0.37,54.9,0,0,0,0,13.6,48,67.5,31.5,4.6,17.7,5.7,73.4,46227,78,100,59.38403042,
5260,AUS,Australia,Oceania,High,7/8/2018,2018,7,27,-25.27,133.77,26,7.48,0.31,49.6,0,0,0,0,38.3,80,58.3,23.7,13.7,25.1,0,75.6,46227,70,87.4,107.8944724,
5261,AUS,Australia,Oceania,High,7/15/2018,2018,7,28,-25.27,133.77,26,6.58,0.12,119.6,0,0,0,0,47.1,101,50.2,22.9,8.7,20.2,0,78.8,46227,69.9,99,129.5628141,
5262,AUS,Australia,Oceania,High,7/22/2018,2018,7,29,-25.27,133.77,26,7.65,-0.21,136.1,0,0,0,0,35.1,50,57.1,30.6,4.3,9.5,0,76.7,46227,64.6,99.4,99.44106464,
5263,AUS,Australia,Oceania,High,7/29/2018,2018,7,30,-25.27,133.77,26,4.93,0.54,59.6,0,0,0,0,38.6,53,57.7,35.2,2.7,20,0,73.9,46227,66.8,100,108.6331658,
5264,AUS,Australia,Oceania,High,8/5/2018,2018,8,31,-25.27,133.77,26,6.48,0.23,97.4,0,0,0,0,0,15,47,22.2,3,22.2,0,76.7,46299,76.7,96.3,0,
5265,AUS,Australia,Oceania,High,8/12/2018,2018,8,32,-25.27,133.77,26,4.3,-0.44,52.9,0,0,0,0,43.9,67,63.8,27.8,5.3,25.1,0,80.6,46299,66.4,100,121.6834171,
5266,AUS,Australia,Oceania,High,8/19/2018,2018,8,33,-25.27,133.77,26,4.5,1.09,65,0,0,0,0,93.8,163,94.4,29.7,7,19.2,0,76.3,46299,76.7,100,177.8483548,
5267,AUS,Australia,Oceania,High,8/26/2018,2018,8,34,-25.27,133.77,26,2.14,0.1,0,0,0,0,0,26.3,34,56.1,28.5,4.6,21.3,0,80.9,46299,59.1,95.6,83.04562738,
5268,AUS,Australia,Oceania,High,9/2/2018,2018,9,35,-25.27,133.77,26,2.09,0.63,50.5,0,0,0,0,84.6,131,87.2,34.7,8.3,28.4,0,76.8,46371,74.8,95,171.3991416,
5269,AUS,Australia,Oceania,High,9/9/2018,2018,9,36,-25.27,133.77,26,-0.12,0.33,67.7,0,0,0,0,18,53,51.6,36.6,4.1,18.5,0,79.1,46371,70.1,92.6,67.58174905,
5270,AUS,Australia,Oceania,High,9/16/2018,2018,9,37,-25.27,133.77,26,0.63,-0.23,41,0,0,0,0,74.1,113,68.4,31.6,6,17.5,0,79,46371,76.8,95,164.0386266,
5271,AUS,Australia,Oceania,High,9/23/2018,2018,9,38,-25.27,133.77,26,3.07,-0.59,24.6,0,0,0,0,14.2,32,61.1,21.6,5.9,13.1,0,77.9,46371,71.8,100,60.50190114,
5272,AUS,Australia,Oceania,High,9/30/2018,2018,9,39,-25.27,133.77,26,-1.87,0.23,105.4,0,0,0,0,48.7,52,57.5,28.6,0,20.2,0,74.6,46371,68.5,97.4,133.5025126,
5273,AUS,Australia,Oceania,High,10/7/2018,2018,10,40,-25.27,133.77,26,3.67,0.17,24.2,0,0,0,0,66.3,84,73.7,28.6,3.3,23.8,0,81.7,46442,76,95.4,158.5708155,
5274,AUS,Australia,Oceania,High,10/14/2018,2018,10,41,-25.27,133.77,26,0.12,-0.19,0,0,0,0,0,92.6,120,77.2,23.2,6.1,18.6,0,76.2,46442,76.6,100,177.0071531,
5275,AUS,Australia,Oceania,High,10/21/2018,2018,10,42,-25.27,133.77,26,4.61,0.65,75.7,0,0,0,0,48.6,78,61.7,44.9,6.2,19.2,0,76.7,46442,71.4,100,133.2562814,
5276,AUS,Australia,Oceania,High,10/28/2018,2018,10,43,-25.27,133.77,26,4.31,0.02,0,0,0,0,0,30.6,46,36.8,34.2,1.3,23.2,0,75.8,46442,59.9,96.8,91.05703422,
5277,AUS,Australia,Oceania,High,11/4/2018,2018,11,44,-25.27,133.77,26,1.52,0.46,0,0,0,0,0,30.2,12,55.2,35.2,7.2,14,0,80.1,46514,71.5,100,90.31178707,
5278,AUS,Australia,Oceania,High,11/11/2018,2018,11,45,-25.27,133.77,26,5.86,0.15,22.1,0,0,0,0,61.1,86,57.5,25.2,9.2,25.5,5.2,75.2,46514,64,99,154.925608,
5279,AUS,Australia,Oceania,High,11/18/2018,2018,11,46,-25.27,133.77,26,2.08,0.28,103.3,0,0,0,0,43.1,74,78.3,29.4,2.8,26.4,0,77.3,46514,78.5,99.6,119.7135678,
5280,AUS,Australia,Oceania,High,11/25/2018,2018,11,47,-25.27,133.77,26,6.63,-0.19,44.8,0,0,0,0,27.9,28,49.3,31.2,4.8,19.6,0,76.4,46514,76.7,100,86.02661597,
5281,AUS,Australia,Oceania,High,12/2/2018,2018,12,48,-25.27,133.77,26,6.19,0.64,99.5,0,0,0,0,60.5,106,57.8,29.6,10.9,19.9,0,78.2,46586,77,94.8,154.5050072,
5282,AUS,Australia,Oceania,High,12/9/2018,2018,12,49,-25.27,133.77,26,10.83,-0.2,23.8,0,0,0,0,58.3,91,71.4,25.8,6.3,19.7,9.8,78.6,46586,67.9,88.9,152.962804,
5283,AUS,Australia,Oceania,High,12/16/2018,2018,12,50,-25.27,133.77,26,8.55,-0.36,60,0,0,0,0,52.9,74,54.8,27.2,7.7,17.8,0,76.4,46586,69.1,91.8,143.8442211,
5284,AUS,Australia,Oceania,High,12/23/2018,2018,12,51,-25.27,133.77,26,7.93,0.46,111.6,0,0,0,0,59.7,79,56.3,24.7,5.5,16.1,0,77.8,46586,79.8,100,153.944206,
5285,AUS,Australia,Oceania,High,12/30/2018,2018,12,52,-25.27,133.77,26,10.35,0.89,74.3,0,0,0,0,60.6,104,86.8,34.4,8.7,10.5,11.6,72.9,46586,72.1,100,154.5751073,
5286,AUS,Australia,Oceania,High,1/6/2019,2019,1,1,-25.27,133.77,26,8.05,-0.24,84.7,0,0,0,0,36.7,49,59,17.1,6.3,18.8,1.2,77.2,46658,67.6,96.2,103.9547739,80
5287,AUS,Australia,Oceania,High,1/13/2019,2019,1,2,-25.27,133.77,26,13.06,0.66,87.7,0,0,0,0,53.2,80,63,23.7,5.6,15.1,10.8,74.3,46658,65.7,95.2,144.5829146,80
5288,AUS,Australia,Oceania,High,1/20/2019,2019,1,3,-25.27,133.77,26,13.69,-0.07,110.6,0,0,0,0,0,30,39.9,33.5,6.5,23.2,3.6,76.8,46658,68.3,100,0,80
5289,AUS,Australia,Oceania,High,1/27/2019,2019,1,4,-25.27,133.77,26,11.69,0.37,166.4,0,0,0,0,16.2,13,51.3,31.9,8.9,22,10,79.9,46658,68.4,100,64.22813688,80
5290,AUS,Australia,Oceania,High,2/3/2019,2019,2,5,-25.27,133.77,26,15.53,-0.74,122.3,0,0,0,0,1,2,42.4,30.7,3.6,22.4,21.1,77.9,46730,70.1,93,5.555555556,80
5291,AUS,Australia,Oceania,High,2/10/2019,2019,2,6,-25.27,133.77,26,15.68,0.21,147,0,0,0,0,0.9,-4,63.4,25.6,5.5,19.4,17.6,79.3,46730,77,100,5,80
5292,AUS,Australia,Oceania,High,2/17/2019,2019,2,7,-25.27,133.77,26,14.48,0.11,147.6,0,0,0,0,17,24,31.2,25.1,4.2,20.2,11.7,76,46730,59.3,100,65.71863118,80
5293,AUS,Australia,Oceania,High,2/24/2019,2019,2,8,-25.27,133.77,26,15.85,-0.44,69.7,1,0,0,1,70,107,76,31.9,3.2,22.7,19.7,73.4,46730,62.9,100,161.1645207,80
5294,AUS,Australia,Oceania,High,3/3/2019,2019,3,9,-25.27,133.77,26,14.61,0.54,92.5,0,0,0,0,14.7,13,45.7,44.5,5,22.9,15.4,79.2,46802,71,100,61.43346008,80
5295,AUS,Australia,Oceania,High,3/10/2019,2019,3,10,-25.27,133.77,26,18.5,0.17,149.7,2,0,0,2,0,19,46,29.5,5,17.8,18.8,75.8,46802,65.3,87.4,0,80
5296,AUS,Australia,Oceania,High,3/17/2019,2019,3,11,-25.27,133.77,26,19.08,0.11,122.6,1,0,0,1,106.1,154,83.7,27.7,0,21,32.1,76,46802,81.1,97.1,186.4706724,80
5297,AUS,Australia,Oceania,High,3/24/2019,2019,3,12,-25.27,133.77,26,19.71,0.94,82.5,0,0,0,0,60.1,105,80.1,38.4,1.2,17.1,9.8,74.3,46802,74.3,100,154.2246066,80
5298,AUS,Australia,Oceania,High,3/31/2019,2019,3,13,-25.27,133.77,26,20.89,0.21,100.7,4,0,0,4,20.2,25,69.8,31.4,20.7,13.3,50.2,80.6,46802,69.4,95.5,71.68060837,80
5299,AUS,Australia,Oceania,High,4/7/2019,2019,4,14,-25.27,133.77,26,15,0.34,108.8,0,0,0,0,35.6,53,57.8,27.6,15.5,14.1,7.3,76.6,46874,75.4,97.4,101.2462312,80
5300,AUS,Australia,Oceania,High,4/14/2019,2019,4,15,-25.27,133.77,26,18.56,0.7,132.8,0,0,0,0,16.6,12,58.9,29.8,6.2,22.2,19.3,75.2,46874,75.9,96.1,64.97338403,80
5301,AUS,Australia,Oceania,High,4/21/2019,2019,4,16,-25.27,133.77,26,17.3,-1.33,124.1,0,0,0,0,26.9,31,78.4,20.4,7.7,17.1,18.3,73.9,46874,67.5,100,84.1634981,80
5302,AUS,Australia,Oceania,High,4/28/2019,2019,4,17,-25.27,133.77,26,16.59,0.45,84.3,0,0,0,0,107.8,178,59.5,37.5,8.1,19.1,18.1,77.5,46874,71.8,98,187.6623748,80
5303,AUS,Australia,Oceania,High,5/5/2019,2019,5,18,-25.27,133.77,26,15.51,-0.83,57.1,0,0,0,0,71.5,89,52.5,24.9,0,22.5,17.7,76.9,46946,64.7,96.2,162.2160229,80
5304,AUS,Australia,Oceania,High,5/12/2019,2019,5,19,-25.27,133.77,26,18.67,-0.01,88.6,0,0,0,0,65.5,112,67.9,29.1,1.9,21.6,10.7,76,46946,74.2,100,158.0100143,80
5305,AUS,Australia,Oceania,High,5/19/2019,2019,5,20,-25.27,133.77,26,16.24,-0.08,112.9,1,0,0,1,42.8,80,68.8,30.8,6.5,21.4,19,75.2,46946,62.5,95.4,118.9748744,80
5306,AUS,Australia,Oceania,High,5/26/2019,2019,5,21,-25.27,133.77,26,15.74,0.06,79.1,0,0,0,0,68.3,86,63.1,29.2,6,7,8.3,77.9,46946,67.4,93.6,159.9728183,80
5307,AUS,Australia,Oceania,High,6/2/2019,2019,6,22,-25.27,133.77,26,11.14,0.19,50.4,0,0,0,0,36.1,38,55.9,31.1,5.7,17.5,4.6,76.8,47018,74.6,90.5,102.4773869,80
5308,AUS,Australia,Oceania,High,6/9/2019,2019,6,23,-25.27,133.77,26,10.3,0.21,28.9,0,0,0,0,54.6,88,71.2,29,10.6,14.2,0,77.1,47018,74.3,94.9,148.0301508,80
5309,AUS,Australia,Oceania,High,6/16/2019,2019,6,24,-25.27,133.77,26,10.97,-0.11,51.7,0,0,0,0,68.7,115,78.4,27.3,6,29.6,3.7,74,47018,64.2,93.8,160.2532189,80
5310,AUS,Australia,Oceania,High,6/23/2019,2019,6,25,-25.27,133.77,26,13.74,0.29,38.6,0,0,0,0,84.9,136,77.2,39,4.3,26.5,0,81.8,47018,66.3,100,171.6094421,80
5311,AUS,Australia,Oceania,High,6/30/2019,2019,6,26,-25.27,133.77,26,7.7,-0.12,86,0,0,0,0,19.3,25,71.6,24.2,4.3,21,0,75.9,47018,65.7,97.1,70.00380228,80
5312,AUS,Australia,Oceania,High,7/7/2019,2019,7,27,-25.27,133.77,26,9.78,-0.5,114.4,0,0,0,0,43.6,81,57.4,21.4,2.1,23.2,0,75.8,47090,61.9,98.9,120.9447236,80
5313,AUS,Australia,Oceania,High,7/14/2019,2019,7,28,-25.27,133.77,26,7.63,-0.76,26.2,0,0,0,0,41.1,60,65,23.3,2.8,14.2,1.1,76,47090,68.4,92,114.7889447,80
5314,AUS,Australia,Oceania,High,7/21/2019,2019,7,29,-25.27,133.77,26,5.42,-0.08,95.9,0,0,0,0,77.7,118,67,29.7,5.8,18.7,0,78.8,47090,73.6,87.7,166.5622318,80
5315,AUS,Australia,Oceania,High,7/28/2019,2019,7,30,-25.27,133.77,26,8.52,0.72,64.1,0,0,0,0,103.1,148,64.8,26.1,5.2,23.2,0,66.2,47090,80.1,92.1,184.3676681,80
5316,AUS,Australia,Oceania,High,8/4/2019,2019,8,31,-25.27,133.77,26,9.62,-0.56,30.1,0,0,0,0,69.3,100,69,25.5,2.4,23.6,0,73.7,47161,74.8,98.3,160.6738197,80
5317,AUS,Australia,Oceania,High,8/11/2019,2019,8,32,-25.27,133.77,26,3.66,0.1,32.8,0,0,0,0,64.3,101,55,33.2,7.1,17.6,0,71.3,47161,71.6,95.4,157.1688126,80
5318,AUS,Australia,Oceania,High,8/18/2019,2019,8,33,-25.27,133.77,26,3.61,0.36,26.9,0,0,0,0,5.2,20,51.3,40.9,6.1,8.9,0,75.5,47161,68.8,87.8,28.88888889,80
5319,AUS,Australia,Oceania,High,8/25/2019,2019,8,34,-25.27,133.77,26,3.55,-0.43,1.8,0,0,0,0,67.1,91,52.8,24.8,8.2,23.4,0,78.3,47161,72.7,100,159.1316166,80
5320,AUS,Australia,Oceania,High,9/1/2019,2019,9,35,-25.27,133.77,26,3.58,-0.32,61.1,0,0,0,0,35.3,51,67.6,34.8,3.5,21,0,78,47233,60.1,100,99.81368821,80
5321,AUS,Australia,Oceania,High,9/8/2019,2019,9,36,-25.27,133.77,26,0.7,0.27,73.3,0,0,0,0,26.8,40,60.1,25.5,3.2,20.6,0,80.2,47233,70.2,100,83.97718631,80
5322,AUS,Australia,Oceania,High,9/15/2019,2019,9,37,-25.27,133.77,26,2.84,-0.39,59.3,0,0,0,0,20.2,17,50.7,24.5,6,22,0,72,47233,72.7,98,71.68060837,80
5323,AUS,Australia,Oceania,High,9/22/2019,2019,9,38,-25.27,133.77,26,6.44,0,24.7,0,0,0,0,36.7,51,48.2,31.6,2.9,17,0,77.9,47233,71.4,98.3,103.9547739,80
5324,AUS,Australia,Oceania,High,9/29/2019,2019,9,39,-25.27,133.77,26,3.37,0.03,9,0,0,0,0,35.1,43,75.7,31.5,4.5,21.5,0,76.6,47233,73.4,100,99.44106464,80
5325,AUS,Australia,Oceania,High,10/6/2019,2019,10,40,-25.27,133.77,26,3.43,-1.3,66.5,0,0,0,0,41.3,52,66.1,26.5,12.4,20.7,0,69.6,47305,69.8,100,115.281407,80
5326,AUS,Australia,Oceania,High,10/13/2019,2019,10,41,-25.27,133.77,26,2.68,0.54,33.8,0,0,0,0,48.2,51,56.3,29.1,6.3,23.3,0,80.7,47305,71.8,89.4,132.2713568,80
5327,AUS,Australia,Oceania,High,10/20/2019,2019,10,42,-25.27,133.77,26,0.06,0.09,17.7,0,0,0,0,51.8,81,69.2,30.6,0.6,24.1,0,77.7,47305,69,89,141.1356784,80
5328,AUS,Australia,Oceania,High,10/27/2019,2019,10,43,-25.27,133.77,26,1.68,-0.18,41.7,0,0,0,0,88,134,75.3,26.5,5.1,19.6,0,75.4,47305,67.3,94,173.7825465,80
5329,AUS,Australia,Oceania,High,11/3/2019,2019,11,44,-25.27,133.77,26,3.04,0.09,46.1,0,0,0,0,26,38,64.6,36.8,8,19.3,0,79.4,47377,76.2,97.5,82.48669202,80
